,ActivityIdentifier,Calcium,Magnesium,Potassium,Sodium,"Sodium, percent total cations",ProjectIdentifier,ActivityStartDate,ActivityStartTime/Time_PST,LongitudeMeasure,LatitudeMeasure
0,11NPSWRD_WQX-PRSF_WQ_EL2_20120426_L^01,,89.0,,,,PRSF_WQ,2012-04-26,13:00:00,-122.45543,37.7939
1,11NPSWRD_WQX-PRSF_WQ_EL2_20120529_L^01,,85.0,,,,PRSF_WQ,2012-05-29,13:10:00,-122.45543,37.7939
2,11NPSWRD_WQX-PRSF_WQ_TH2_20120426_L^01,,72.0,,,,PRSF_WQ,2012-04-26,12:25:00,-122.454666666,37.79786111
3,11NPSWRD_WQX-PRSF_WQ_TH2_20120529_L^01,,47.0,,,,PRSF_WQ,2012-05-29,12:30:00,-122.454666666,37.79786111
4,11NPSWRD_WQX-PRSF_WQ_TH3_20120426_L^01,,50.0,,,,PRSF_WQ,2012-04-26,12:00:00,-122.454333333,37.80113889
5,11NPSWRD_WQX-PRSF_WQ_TH3_20120529_L^01,,44.0,,,,PRSF_WQ,2012-05-29,12:10:00,-122.454333333,37.80113889
6,CALWR_WQX-BL10B537390,90.0,,86.8,,,1001;12,2010-01-05,,-121.9197,38.0435
7,CALWR_WQX-BL10B537405,19.0,18.0,4.9,93.0,,1001;12,2010-01-05,,-121.61308333,37.9769167
8,CALWR_WQX-BL10B537420,20.0,17.0,4.6,83.0,,1001;12,2010-01-05,,-121.5702,37.891
9,CALWR_WQX-BL10B538021,,255.0,,,,1001;12,2010-01-05,,-121.9197,38.0435
10,CALWR_WQX-BL10B538022,,,,2130.0,,1001;12,2010-01-05,,-121.9197,38.0435
11,CALWR_WQX-BL10B538523,26.0,19.0,,82.0,,1004,2010-01-13,,-121.6203,37.8019
12,CALWR_WQX-BL10B538542,22.0,18.0,,77.0,,1004,2010-01-12,,-121.5574,37.8298
13,CALWR_WQX-BL10B538561,23.0,17.0,,72.0,,1004,2010-01-11,,-121.7419,37.6547
14,CALWR_WQX-BL10B540730,14.0,11.0,2.6,37.0,,1001;12,2010-02-02,,-121.9197,38.0435
15,CALWR_WQX-BL10B540745,23.0,20.0,4.5,94.0,,1001;12,2010-02-02,,-121.61308333,37.9769167
16,CALWR_WQX-BL10B540760,22.0,16.0,3.7,62.0,,1001;12,2010-02-02,,-121.5702,37.891
17,CALWR_WQX-BL10B542440,23.0,14.0,,48.0,,1004,2010-02-17,,-121.6203,37.8019
18,CALWR_WQX-BL10B542459,28.0,16.0,,66.0,,1004,2010-02-16,,-121.5574,37.8298
19,CALWR_WQX-BL10B542478,24.0,15.0,,55.0,,1004,2010-02-16,,-121.7419,37.6547
20,CALWR_WQX-BL10B542521,22.0,14.0,,51.0,,1004,2010-02-16,,-121.84,37.4072
21,CALWR_WQX-BL10B543716,18.0,14.0,2.5,37.0,,1001;12,2010-03-02,,-121.9197,38.0435
22,CALWR_WQX-BL10B543731,19.0,14.0,2.7,46.0,,1001;12,2010-03-02,,-121.61308333,37.9769167
23,CALWR_WQX-BL10B543746,20.0,12.0,2.6,30.0,,1001;12,2010-03-02,,-121.5702,37.891
24,CALWR_WQX-BL10B545084,27.0,15.0,,50.0,,1001;1004,2010-03-17,,-121.6203,37.8019
25,CALWR_WQX-BL10B545108,31.0,17.0,,64.0,,1004,2010-03-15,,-121.5574,37.8298
26,CALWR_WQX-BL10B545127,23.0,14.0,,39.0,,1004,2010-03-15,,-121.7419,37.6547
27,CALWR_WQX-BL10B546879,27.0,42.0,13.2,,,1001,2010-04-06,,-121.9197,38.0435
28,CALWR_WQX-BL10B546894,19.0,12.0,2.1,27.0,,1001,2010-04-06,,-121.61308333,37.9769167
29,CALWR_WQX-BL10B546909,22.0,14.0,2.5,40.0,,1001,2010-04-06,,-121.5702,37.891
30,CALWR_WQX-BL10B547426,,,,279.0,,1001,2010-04-06,,-121.9197,38.0435
31,CALWR_WQX-BL10B547442,25.0,14.0,,60.0,,1004,2010-04-20,,-121.6203,37.8019
32,CALWR_WQX-BL10B547461,21.0,11.0,,48.0,,1004,2010-04-19,,-121.5574,37.8298
33,CALWR_WQX-BL10B547480,26.0,15.0,,62.0,,1004,2010-04-19,,-121.7419,37.6547
34,CALWR_WQX-BL10B549172,15.0,10.0,1.7,20.0,,1001;12,2010-05-04,,-121.9197,38.0435
35,CALWR_WQX-BL10B549187,24.0,15.0,2.3,52.0,,1001;12,2010-05-04,,-121.61308333,37.9769167
36,CALWR_WQX-BL10B549202,18.0,10.0,1.8,38.0,,1001;12,2010-05-04,,-121.5702,37.891
37,CALWR_WQX-BL10B551787,16.0,9.0,,37.0,,1004,2010-05-19,,-121.6203,37.8019
38,CALWR_WQX-BL10B551806,14.0,7.0,,27.0,,1004,2010-05-18,,-121.5574,37.8298
39,CALWR_WQX-BL10B551825,17.0,9.0,,38.0,,1004,2010-05-18,,-121.7419,37.6547
40,CALWR_WQX-BL10B551875,30.0,18.0,,18.0,,1004,2010-05-18,,-121.7494,37.6183
41,CALWR_WQX-BL10B551887,22.0,13.0,,31.0,,1004,2010-05-17,,-121.84,37.4072
42,CALWR_WQX-BL10B552348,34.0,20.0,,17.0,,1004,2010-05-25,,-121.7458,37.6147
43,CALWR_WQX-BL10B553233,13.0,9.0,1.9,31.0,,1001;12,2010-06-08,,-121.9197,38.0435
44,CALWR_WQX-BL10B553248,14.0,8.0,1.6,23.0,,1001;12,2010-06-08,,-121.61308333,37.9769167
45,CALWR_WQX-BL10B553263,15.0,8.0,1.6,29.0,,1001;12,2010-06-08,,-121.5702,37.891
46,CALWR_WQX-BL10B553920,14.0,8.0,,24.0,,1001;1004,2010-06-16,,-121.6203,37.8019
47,CALWR_WQX-BL10B553944,13.0,7.0,,23.0,,1004,2010-06-14,,-121.5574,37.8298
48,CALWR_WQX-BL10B553963,15.0,8.0,,28.0,,1004,2010-06-14,,-121.7419,37.6547
49,CALWR_WQX-BL10B555489,38.0,91.0,31.0,746.0,,1001;1129;12,2010-07-06,,-121.9197,38.0435
50,CALWR_WQX-BL10B555504,11.0,6.0,1.2,12.0,,1001;12,2010-07-06,,-121.61308333,37.9769167
51,CALWR_WQX-BL10B555519,12.0,7.0,1.5,18.0,,1001;1129;12,2010-07-06,,-121.5702,37.891
52,CALWR_WQX-BL10B557129,11.0,7.0,,16.0,,1004,2010-07-21,,-121.6203,37.8019
53,CALWR_WQX-BL10B557148,12.0,7.0,,16.0,,1004,2010-07-19,,-121.5574,37.8298
54,CALWR_WQX-BL10B557167,12.0,7.0,,16.0,,1004,2010-07-19,,-121.7419,37.6547
55,CALWR_WQX-BL10B557206,31.0,18.0,,18.0,,1004,2010-07-19,,-121.7494,37.6183
56,CALWR_WQX-BL10B557218,12.0,7.0,,16.0,,1004,2010-07-19,,-121.84,37.4072
57,CALWR_WQX-BL10B558406,38.0,90.0,27.8,,,1001;12,2010-08-02,,-121.9197,38.0435
58,CALWR_WQX-BL10B558421,12.0,8.0,1.7,30.0,,1001;12,2010-08-02,,-121.61308333,37.9769167
59,CALWR_WQX-BL10B558436,12.0,8.0,1.5,24.0,,1001;12,2010-08-02,,-121.5702,37.891
60,CALWR_WQX-BL10B560203,,,,685.0,,1001;12,2010-08-02,,-121.9197,38.0435
61,CALWR_WQX-BL10B560897,13.0,9.0,,33.0,,1004;2,2010-08-18,,-121.6203,37.8019
62,CALWR_WQX-BL10B560916,13.0,9.0,,34.0,,1004;2,2010-08-17,,-121.5574,37.8298
63,CALWR_WQX-BL10B560935,12.0,8.0,,30.0,,1004;2,2010-08-16,,-121.7419,37.6547
64,CALWR_WQX-BL10B560974,34.0,19.0,,20.0,,1004;2,2010-08-16,,-121.7494,37.6183
65,CALWR_WQX-BL10B560993,13.0,8.0,,29.0,,1004;2,2010-08-16,,-121.84,37.4072
66,CALWR_WQX-BL10B562721,57.0,146.0,48.9,1160.0,,1001;12,2010-09-07,,-121.9197,38.0435
67,CALWR_WQX-BL10B562736,14.0,13.0,3.2,62.0,,1001;12,2010-09-07,,-121.61308333,37.9769167
68,CALWR_WQX-BL10B562751,15.0,12.0,2.9,54.0,,1001;12,2010-09-07,,-121.5702,37.891
69,CALWR_WQX-BL10B564160,15.0,13.0,,67.0,,1001;1004;2,2010-09-15,,-121.6203,37.8019
70,CALWR_WQX-BL10B564184,15.0,13.0,,65.0,,1004;2,2010-09-13,,-121.5574,37.8298
71,CALWR_WQX-BL10B564203,15.0,12.0,,60.0,,1004;2,2010-09-13,,-121.7419,37.6547
72,CALWR_WQX-BL10B566156,43.0,101.0,31.5,799.0,,1001;12,2010-10-05,,-121.9197,38.0435
73,CALWR_WQX-BL10B566171,17.0,17.0,4.1,94.0,,1001;12,2010-10-05,,-121.61308333,37.9769167
74,CALWR_WQX-BL10B566186,17.0,15.0,3.3,72.0,,1001;12,2010-10-05,,-121.5702,37.891
75,CALWR_WQX-BL10B567853,16.0,13.0,,56.0,,1004;2,2010-10-20,,-121.6203,37.8019
76,CALWR_WQX-BL10B567872,17.0,13.0,,54.0,,1004;2,2010-10-18,,-121.5574,37.8298
77,CALWR_WQX-BL10B567891,16.0,13.0,,57.0,,1004;2,2010-10-18,,-121.7419,37.6547
78,CALWR_WQX-BL10B570327,60.0,165.0,,,,1001;12,2010-11-03,,-121.9197,38.0435
79,CALWR_WQX-BL10B570342,15.0,14.0,3.3,73.0,,1001;12,2010-11-03,,-121.61308333,37.9769167
80,CALWR_WQX-BL10B570357,15.0,12.0,2.7,55.0,,1001;12,2010-11-03,,-121.5702,37.891
81,CALWR_WQX-BL10B571154,36.0,22.0,,23.0,,1004;2,2010-11-09,,-121.7458,37.6147
82,CALWR_WQX-BL10B571648,3.0,1.0,2.8,123.0,,27,2010-11-15,,-122.4768,37.2445
83,CALWR_WQX-BL10B571741,,,51.6,1380.0,,1001;12,2010-11-03,,-121.9197,38.0435
84,CALWR_WQX-BL10B571906,14.0,11.0,,54.0,,1004;2,2010-11-17,,-121.6203,37.8019
85,CALWR_WQX-BL10B571925,13.0,11.0,,51.0,,1004;2,2010-11-15,,-121.5574,37.8298
86,CALWR_WQX-BL10B571975,30.0,18.0,,22.0,,1004;2,2010-11-15,,-121.7494,37.6183
87,CALWR_WQX-BL10B571987,30.0,18.0,,22.0,,1004;2,2010-11-15,,-121.84,37.4072
88,CALWR_WQX-BL10B573652,52.0,132.0,46.3,1120.0,,1001;12,2010-12-06,,-121.9197,38.0435
89,CALWR_WQX-BL10B573667,15.0,15.0,4.1,78.0,,1001;12,2010-12-06,,-121.61308333,37.9769167
90,CALWR_WQX-BL10B573682,15.0,13.0,3.3,59.0,,1001;12,2010-12-06,,-121.5702,37.891
91,CALWR_WQX-BL10B574754,16.0,11.0,,53.0,,1004;2,2010-12-15,,-121.6203,37.8019
92,CALWR_WQX-BL10B574773,16.0,11.0,,57.0,,1004;2,2010-12-13,,-121.5574,37.8298
93,CALWR_WQX-BL10B574812,31.0,18.0,,22.0,,1004;2,2010-12-13,,-121.7494,37.6183
94,CALWR_WQX-BL11B576260,10.0,6.0,2.0,13.0,,1001;12,2011-01-03,,-121.9197,38.0435
95,CALWR_WQX-BL11B576275,14.0,9.0,2.9,32.0,,1001;12,2011-01-03,,-121.61308333,37.9769167
96,CALWR_WQX-BL11B576290,14.0,8.0,2.8,25.0,,1001;12,2011-01-03,,-121.5702,37.891
97,CALWR_WQX-BL11B576730,14.0,8.0,2.9,25.0,,1001;12,2011-01-03,,-121.5702,37.891
98,CALWR_WQX-BL11B577389,15.0,8.0,,25.0,,1004;2,2011-01-19,,-121.6203,37.8019
99,CALWR_WQX-BL11B577408,14.0,7.0,,25.0,,1004;2,2011-01-18,,-121.5574,37.8298
100,CALWR_WQX-BL11B580091,15.0,11.0,2.4,31.0,,1001;12,2011-02-07,,-121.9197,38.0435
101,CALWR_WQX-BL11B580106,15.0,8.0,2.3,22.0,,1001;12,2011-02-07,,-121.61308333,37.9769167
102,CALWR_WQX-BL11B580121,16.0,8.0,2.6,23.0,,1001;12,2011-02-07,,-121.5702,37.891
103,CALWR_WQX-BL11B580870,34.0,19.0,,21.0,,1004;2,2011-02-15,,-121.7458,37.6147
104,CALWR_WQX-BL11B580891,16.0,8.0,,28.0,,1004;2,2011-02-16,,-121.6203,37.8019
105,CALWR_WQX-BL11B580910,15.0,8.0,,30.0,,1004;2,2011-02-14,,-121.5574,37.8298
106,CALWR_WQX-BL11B580929,16.0,8.0,,28.0,,1004;2,2011-02-14,,-121.7419,37.6547
107,CALWR_WQX-BL11B580979,16.0,8.0,,28.0,,1004;2,2011-02-14,,-121.84,37.4072
108,CALWR_WQX-BL11B582454,14.0,8.0,1.5,18.0,,1001;12,2011-03-07,,-121.9197,38.0435
109,CALWR_WQX-BL11B582469,18.0,10.0,2.0,33.0,,1001;12,2011-03-07,,-121.61308333,37.9769167
110,CALWR_WQX-BL11B582484,19.0,10.0,2.0,35.0,,1001;12,2011-03-07,,-121.5702,37.891
111,CALWR_WQX-BL11B583459,17.0,9.0,,32.0,,1001;1004;2,2011-03-16,,-121.6203,37.8019
112,CALWR_WQX-BL11B583483,18.0,9.0,,32.0,,1004;2,2011-03-14,,-121.5574,37.8298
113,CALWR_WQX-BL11B583502,17.0,9.0,,33.0,,1004;2,2011-03-14,,-121.7419,37.6547
114,CALWR_WQX-BL11B585594,13.0,7.0,1.7,14.0,,1001;12,2011-04-04,,-121.9197,38.0435
115,CALWR_WQX-BL11B585609,20.0,13.0,2.3,49.0,,1001;12,2011-04-04,,-121.61308333,37.9769167
116,CALWR_WQX-BL11B585624,12.0,5.0,2.2,17.0,,1001;12,2011-04-04,,-121.5702,37.891
117,CALWR_WQX-BL11B586975,9.0,4.0,,13.0,,1004;2,2011-04-20,,-121.6203,37.8019
118,CALWR_WQX-BL11B586995,9.0,4.0,,13.0,,1004;2,2011-04-18,,-121.5574,37.8298
119,CALWR_WQX-BL11B587015,9.0,4.0,,14.0,,1004;2,2011-04-18,,-121.7419,37.6547
120,CALWR_WQX-BL11B587832,10.0,5.0,1.2,12.0,,1001;12,2011-05-02,,-121.9197,38.0435
121,CALWR_WQX-BL11B587862,10.0,4.0,1.4,14.0,,1001;12,2011-05-02,,-121.5702,37.891
122,CALWR_WQX-BL11B588928,12.0,7.0,1.4,24.0,,1001;12,2011-05-02,,-121.6201,37.9768
123,CALWR_WQX-BL11B590758,10.0,5.0,,15.0,,1004;2,2011-05-18,,-121.6203,37.8019
124,CALWR_WQX-BL11B590778,11.0,5.0,,15.0,,1004;2,2011-05-16,,-121.5574,37.8298
125,CALWR_WQX-BL11B590798,10.0,4.0,,15.0,,1004;2,2011-05-16,,-121.7419,37.6547
126,CALWR_WQX-BL11B590839,10.0,4.0,,15.0,,1004;2,2011-05-16,,-121.84,37.4072
127,CALWR_WQX-BL11B592103,10.0,6.0,1.0,13.0,,1001;12,2011-06-06,,-121.9197,38.0435
128,CALWR_WQX-BL11B592118,14.0,7.0,1.5,26.0,,1001;12,2011-06-06,,-121.6201,37.9768
129,CALWR_WQX-BL11B592133,13.0,6.0,1.5,22.0,,1001;12,2011-06-06,,-121.5702,37.891
130,CALWR_WQX-BL11B592324,12.0,6.0,1.2,21.0,,1001;1142;12,2011-06-07,,-121.6203,37.8019
131,CALWR_WQX-BL11B593106,11.0,5.0,,19.0,,1001;1004;2,2011-06-15,,-121.6203,37.8019
132,CALWR_WQX-BL11B593131,10.0,5.0,,17.0,,1004;2,2011-06-13,,-121.5574,37.8298
133,CALWR_WQX-BL11B593151,12.0,6.0,,22.0,,1004;2,2011-06-13,,-121.7419,37.6547
134,CALWR_WQX-BL11B594735,9.0,5.0,0.9,9.0,,1001;12,2011-07-05,,-121.9197,38.0435
135,CALWR_WQX-BL11B594750,10.0,5.0,1.3,14.0,,1001;12,2011-07-05,,-121.6201,37.9768
136,CALWR_WQX-BL11B594765,10.0,5.0,1.4,14.0,,1001;12,2011-07-05,,-121.5702,37.891
137,CALWR_WQX-BL11B595014,11.0,5.0,1.2,17.0,,1001;1142;12,2011-07-06,,-121.6203,37.8019
138,CALWR_WQX-BL11B595268,10.0,5.0,1.3,15.0,,1001;1142;12,2011-07-06,,-121.6203,37.8019
139,CALWR_WQX-BL11B596652,10.0,5.0,,14.0,,2,2011-07-19,,-121.6203,37.8019
140,CALWR_WQX-BL11B596672,10.0,5.0,,14.0,,2,2011-07-18,,-121.5574,37.8298
141,CALWR_WQX-BL11B596692,10.0,5.0,,14.0,,2,2011-07-18,,-121.7419,37.6547
142,CALWR_WQX-BL11B597840,26.0,54.0,16.3,,,12,2011-08-02,,-121.9197,38.0435
143,CALWR_WQX-BL11B597855,9.0,5.0,1.2,10.0,,12,2011-08-02,,-121.6201,37.9768
144,CALWR_WQX-BL11B597870,10.0,5.0,1.1,12.0,,12,2011-08-02,,-121.5702,37.891
145,CALWR_WQX-BL11B599002,,,,410.0,,12,2011-08-02,,-121.9197,38.0435
146,CALWR_WQX-BL11B599008,11.0,6.0,0.9,15.0,,12,2011-08-03,,-121.6203,37.8019
147,CALWR_WQX-BL11B599593,32.0,18.0,,17.0,,2,2011-08-16,,-121.7458,37.6147
148,CALWR_WQX-BL11B599620,11.0,6.0,,17.0,,2,2011-08-17,,-121.6203,37.8019
149,CALWR_WQX-BL11B599640,12.0,6.0,,18.0,,2,2011-08-15,,-121.5574,37.8298
150,CALWR_WQX-BL11B599660,12.0,6.0,,19.0,,2,2011-08-15,,-121.7419,37.6547
151,CALWR_WQX-BL11B599713,12.0,6.0,,18.0,,2,2011-08-15,,-121.84,37.4072
152,CALWR_WQX-BL11B601960,17.0,26.0,7.3,174.0,,12,2011-09-06,,-121.9197,38.0435
153,CALWR_WQX-BL11B601975,11.0,7.0,1.1,16.0,,12,2011-09-06,,-121.6201,37.9768
154,CALWR_WQX-BL11B601990,12.0,7.0,1.1,17.0,,12,2011-09-06,,-121.5702,37.891
155,CALWR_WQX-BL11B602219,12.0,7.0,1.2,18.0,,12,2011-09-07,,-121.6203,37.8019
156,CALWR_WQX-BL11B603614,13.0,7.0,,18.0,,2,2011-09-21,,-121.6203,37.8019
157,CALWR_WQX-BL11B603639,13.0,7.0,,19.0,,2,2011-09-19,,-121.5574,37.8298
158,CALWR_WQX-BL11B603659,13.0,7.0,,17.0,,2,2011-09-19,,-121.7419,37.6547
159,CALWR_WQX-BL11B605409,26.0,54.0,15.7,,,12,2011-10-03,,-121.9197,38.0435
160,CALWR_WQX-BL11B605410,12.0,7.0,1.1,13.0,,12,2011-10-03,,-121.6201,37.9768
161,CALWR_WQX-BL11B605411,13.0,7.0,1.5,17.0,,12,2011-10-03,,-121.5702,37.891
162,CALWR_WQX-BL11B605565,14.0,8.0,1.5,19.0,,12,2011-10-04,,-121.6203,37.8019
163,CALWR_WQX-BL11B606171,,,,372.0,,12,2011-10-03,,-121.9197,38.0435
164,CALWR_WQX-BL11B606173,12.0,7.0,1.2,14.0,,12,2011-10-03,,-121.6201,37.9768
165,CALWR_WQX-BL11B607188,13.0,7.0,,18.0,,2,2011-10-18,,-121.6203,37.8019
166,CALWR_WQX-BL11B607208,13.0,7.0,,18.0,,2,2011-10-17,,-121.5574,37.8298
167,CALWR_WQX-BL11B607228,13.0,7.0,,17.0,,2,2011-10-17,,-121.7419,37.6547
168,CALWR_WQX-BL11B609797,46.0,120.0,35.0,1000.0,,12,2011-11-07,,-121.9197,38.0435
169,CALWR_WQX-BL11B609812,10.0,5.0,1.3,10.0,,12,2011-11-07,,-121.6201,37.9768
170,CALWR_WQX-BL11B609827,10.0,5.0,1.4,13.0,,12,2011-11-07,,-121.5702,37.891
171,CALWR_WQX-BL11B610046,12.0,6.0,1.4,17.0,,12,2011-11-08,,-121.6203,37.8019
172,CALWR_WQX-BL11B610483,14.0,8.0,,23.0,,2,2011-11-15,,-121.6203,37.8019
173,CALWR_WQX-BL11B610503,11.0,6.0,,16.0,,2,2011-11-14,,-121.5574,37.8298
174,CALWR_WQX-BL11B610556,30.0,18.0,,16.0,,2,2011-11-14,,-121.7494,37.6183
175,CALWR_WQX-BL11B610576,29.0,17.0,,16.0,,2,2011-11-14,,-121.84,37.4072
176,CALWR_WQX-BL11B611405,34.0,18.0,,17.0,,2,2011-11-21,,-121.7458,37.6147
177,CALWR_WQX-BL11B611865,58.0,147.0,62.9,,,12,2011-12-05,,-121.9197,38.0435
178,CALWR_WQX-BL11B611895,14.0,7.0,2.2,19.0,,12,2011-12-05,,-121.5702,37.891
179,CALWR_WQX-BL11B612081,14.0,7.0,2.0,21.0,,12,2011-12-06,,-121.6203,37.8019
180,CALWR_WQX-BL11B612939,16.0,11.0,,36.0,,2,2011-12-21,,-121.6203,37.8019
181,CALWR_WQX-BL11B612959,15.0,10.0,,30.0,,2,2011-12-19,,-121.5574,37.8298
182,CALWR_WQX-BL11B613000,33.0,19.0,,17.0,,2,2011-12-19,,-121.7494,37.6183
183,CALWR_WQX-BL11B613020,32.0,19.0,,16.0,,2,2011-12-19,,-121.84,37.4072
184,CALWR_WQX-BL11B613128,,,,1150.0,,12,2011-12-05,,-121.9197,38.0435
185,CALWR_WQX-BL11B613149,12.0,7.0,1.6,16.0,,12,2011-12-05,,-121.6201,37.9768
186,CALWR_WQX-BL12B613543,17.0,17.0,5.3,89.0,,12,2012-01-03,,-121.6201,37.9768
187,CALWR_WQX-BL12B613558,18.0,16.0,4.8,76.0,,12,2012-01-03,,-121.5702,37.891
188,CALWR_WQX-BL12B613743,19.0,14.0,4.1,65.0,,12,2012-01-04,,-121.6203,37.8019
189,CALWR_WQX-BL12B614309,22.0,16.0,,74.0,,2,2012-01-18,,-121.6203,37.8019
190,CALWR_WQX-BL12B614329,19.0,15.0,,73.0,,2,2012-01-17,,-121.5574,37.8298
191,CALWR_WQX-BL12B616280,51.0,124.0,37.5,897.0,,12,2012-02-06,,-121.9197,38.0435
192,CALWR_WQX-BL12B616295,19.0,18.0,5.1,86.0,,12,2012-02-06,,-121.6201,37.9768
193,CALWR_WQX-BL12B616310,20.0,16.0,4.4,69.0,,12,2012-02-06,,-121.5702,37.891
194,CALWR_WQX-BL12B616503,23.0,17.0,4.4,77.0,,12,2012-02-07,,-121.6203,37.8019
195,CALWR_WQX-BL12B616972,89.0,246.0,74.0,,,12,2012-01-03,,-121.9197,38.0435
196,CALWR_WQX-BL12B616973,,,,2160.0,,12,2012-01-03,,-121.9197,38.0435
197,CALWR_WQX-BL12B617007,23.0,17.0,4.2,75.0,,12,2012-02-07,,-121.6203,37.8019
198,CALWR_WQX-BL12B617547,33.0,19.0,,16.0,,2,2012-02-14,,-121.7458,37.6147
199,CALWR_WQX-BL12B617569,26.0,16.0,,73.0,,2,2012-02-15,,-121.6203,37.8019
200,CALWR_WQX-BL12B617589,23.0,15.0,,64.0,,2,2012-02-13,,-121.5574,37.8298
201,CALWR_WQX-BL12B617642,33.0,18.0,,16.0,,2,2012-02-13,,-121.7494,37.6183
202,CALWR_WQX-BL12B619367,42.0,90.0,27.4,,,12,2012-03-05,,-121.9197,38.0435
203,CALWR_WQX-BL12B619382,20.0,14.0,3.3,46.0,,12,2012-03-05,,-121.6201,37.9768
204,CALWR_WQX-BL12B619397,21.0,14.0,3.5,50.0,,12,2012-03-05,,-121.5702,37.891
205,CALWR_WQX-BL12B619577,25.0,15.0,3.4,63.0,,12,2012-03-06,,-121.6203,37.8019
206,CALWR_WQX-BL12B619841,,,,717.0,,12,2012-03-05,,-121.9197,38.0435
207,CALWR_WQX-BL12B621124,28.0,18.0,,68.0,,2,2012-03-21,,-121.6203,37.8019
208,CALWR_WQX-BL12B621149,37.0,21.0,,97.0,,2,2012-03-19,,-121.5574,37.8298
209,CALWR_WQX-BL12B621196,34.0,20.0,,18.0,,2,2012-03-19,,-121.7494,37.6183
210,CALWR_WQX-BL12B621216,35.0,19.0,,18.0,,2,2012-03-20,,-121.84,37.4072
211,CALWR_WQX-BL12B622494,13.0,9.0,2.2,23.0,,12,2012-04-02,,-121.9197,38.0435
212,CALWR_WQX-BL12B622495,19.0,12.0,2.7,34.0,,12,2012-04-02,,-121.6201,37.9768
213,CALWR_WQX-BL12B622496,22.0,14.0,3.4,46.0,,12,2012-04-02,,-121.5702,37.891
214,CALWR_WQX-BL12B622505,25.0,15.0,3.3,54.0,,12,2012-04-03,,-121.6203,37.8019
215,CALWR_WQX-BL12B623404,23.0,14.0,,49.0,,2,2012-04-18,,-121.6203,37.8019
216,CALWR_WQX-BL12B623424,24.0,15.0,,53.0,,2,2012-04-17,,-121.5574,37.8298
217,CALWR_WQX-BL12B624379,12.0,10.0,2.6,36.0,,12,2012-05-07,,-121.9197,38.0435
218,CALWR_WQX-BL12B624394,16.0,10.0,2.4,32.0,,12,2012-05-07,,-121.6201,37.9768
219,CALWR_WQX-BL12B624409,18.0,11.0,2.7,39.0,,12,2012-05-07,,-121.5702,37.891
220,CALWR_WQX-BL12B624871,24.0,15.0,3.5,54.0,,12,2012-05-08,,-121.6203,37.8019
221,CALWR_WQX-BL12B625498,12.0,10.0,2.6,36.0,,12,2012-05-07,,-121.9197,38.0435
222,CALWR_WQX-BL12B625596,23.0,14.0,3.2,52.0,,12,2012-05-08,,-121.6203,37.8019
223,CALWR_WQX-BL12B626125,21.0,12.0,,48.0,,2,2012-05-16,,-121.6203,37.8019
224,CALWR_WQX-BL12B626145,18.0,11.0,,41.0,,2,2012-05-15,,-121.5574,37.8298
225,CALWR_WQX-BL12B626165,26.0,15.0,,39.0,,2,2012-05-15,,-121.7419,37.6547
226,CALWR_WQX-BL12B627591,12.0,7.0,1.5,23.0,,12,2012-06-04,,-121.6201,37.9768
227,CALWR_WQX-BL12B627606,14.0,8.0,1.6,27.0,,12,2012-06-04,,-121.5702,37.891
228,CALWR_WQX-BL12B627960,15.0,9.0,2.0,30.0,,12,2012-06-05,,-121.6203,37.8019
229,CALWR_WQX-BL12B627962,41.0,93.0,36.1,,,12,2012-06-04,,-121.9197,38.0435
230,CALWR_WQX-BL12B629097,16.0,10.0,,31.0,,2,2012-06-20,,-121.6203,37.8019
231,CALWR_WQX-BL12B629122,15.0,9.0,,28.0,,2,2012-06-18,,-121.5574,37.8298
232,CALWR_WQX-BL12B629142,15.0,9.0,,30.0,,2,2012-06-18,,-121.7419,37.6547
233,CALWR_WQX-BL12B629381,,,,730.0,,12,2012-06-04,,-121.9197,38.0435
234,CALWR_WQX-BL12B630260,13.0,8.0,1.9,26.0,,12,2012-07-10,,-121.6203,37.8019
235,CALWR_WQX-BL12B630297,48.0,,45.7,,,12,2012-07-10,,-121.9197,38.0435
236,CALWR_WQX-BL12B630312,12.0,9.0,2.1,30.0,,12,2012-07-10,,-121.6201,37.9768
237,CALWR_WQX-BL12B630327,13.0,9.0,2.0,28.0,,12,2012-07-10,,-121.5702,37.891
238,CALWR_WQX-BL12B630620,,119.0,,912.0,,12,2012-07-10,,-121.9197,38.0435
239,CALWR_WQX-BL12B631266,12.0,8.0,,27.0,,2,2012-07-18,,-121.6203,37.8019
240,CALWR_WQX-BL12B631286,12.0,8.0,,28.0,,2,2012-07-17,,-121.5574,37.8298
241,CALWR_WQX-BL12B631306,13.0,8.0,,27.0,,2,2012-07-16,,-121.7419,37.6547
242,CALWR_WQX-BL12B632295,48.0,120.0,47.5,,,12,2012-08-06,,-121.9197,38.0435
243,CALWR_WQX-BL12B632310,13.0,11.0,3.4,52.0,,12,2012-08-06,,-121.6201,37.9768
244,CALWR_WQX-BL12B632325,13.0,10.0,2.8,41.0,,12,2012-08-06,,-121.5702,37.891
245,CALWR_WQX-BL12B632855,12.0,9.0,3.0,36.0,,12,2012-08-07,,-121.6203,37.8019
246,CALWR_WQX-BL12B633645,,,,941.0,,12,2012-08-06,,-121.9197,38.0435
247,CALWR_WQX-BL12B635466,13.0,10.0,,40.0,,2,2012-08-22,,-121.6203,37.8019
