,ActivityIdentifier,Calcium,Magnesium,Potassium,Sodium,"Sodium, percent total cations",ProjectIdentifier,ActivityStartDate,ActivityStartTime/Time_PST,LongitudeMeasure,LatitudeMeasure
751,CEDEN--2145412692,,,3.5,,,SDGS_1-29,2018-03-16,,-122.025,37.595
752,CEDEN--2145413675,29.0,16.0,,53.0,,RWB3_CC_2017_CWQ3,2017-09-21,,-122.36,37.1658
753,CEDEN--2145415205,25.0,11.0,,31.0,,RWB3_CC_2018,2018-06-21,,-122.36,37.1658
754,CEDEN--2145424796,47.0,33.0,,25.0,,RWB3_Pajaro_2017_CWQ1,2017-02-02,,-121.511,36.9763
755,CEDEN--2145426716,26.0,11.0,,30.0,,RWB3_CC_2017_CWQ2,2017-06-22,,-122.36,37.1658
756,CEDEN--2145431018,,13100.0,,,,RWB2_StevensCr_2016,2016-03-24,,-122.064,37.3524
757,CEDEN--2145431130,29.5,13.0,,45.2,,RWB3_CC_2018,2018-10-30,,-122.36,37.1658
758,CEDEN--2145433387,28.0,12.0,,34.0,,RWB3_CC_2018,2018-08-30,,-122.36,37.1658
759,CEDEN--2145434459,26.0,11.0,,30.0,,RWB3_CC_2018,2018-07-19,,-122.36,37.1658
760,CEDEN--2145443797,120.0,85.0,,87.0,,RWB3_Pajaro_2017_CWQ4,2017-12-05,,-121.511,36.9763
761,CEDEN--2145445062,110.0,82.0,,70.0,,RWB3_Pajaro_2017_CWQ3,2017-08-03,,-121.511,36.9763
762,CEDEN--2145486924,22.0,9.5,,24.0,,RWB3_CC_2016_CWQ2,2016-04-13,,-122.36,37.1658
763,CEDEN--2145487061,27.0,12.0,,29.0,,RWB3_CC_2016_CWQ2,2016-06-21,,-122.36,37.1658
764,CEDEN--2145487240,26.0,12.0,,34.0,,RWB3_CC_2016_CWQ3,2016-08-17,,-122.36,37.1658
765,CEDEN--2145487772,27.0,12.0,,30.0,,RWB3_CC_2016_CWQ3,2016-07-20,,-122.36,37.1658
766,CEDEN--2145488127,30.0,14.0,,41.0,,RWB3_CC_2016_CWQ4,2016-10-20,,-122.36,37.1658
767,CEDEN--2145488492,21.0,9.5,,25.0,,RWB3_CC_2016_CWQ1,2016-02-10,,-122.36,37.1658
768,CEDEN--2145490397,21.0,9.5,,26.0,,RWB3_CC_2016_CWQ1,2016-01-13,,-122.36,37.1658
769,CEDEN--2145491373,14.0,6.7,,18.0,,RWB3_CC_2016_CWQ1,2016-03-09,,-122.36,37.1658
770,CEDEN--2145493622,25.0,11.0,,28.0,,RWB3_CC_2016_CWQ2,2016-05-17,,-122.36,37.1658
771,CEDEN--2145494764,28.0,14.0,,51.0,,RWB3_CC_2016_CWQ3,2016-09-21,,-122.36,37.1658
772,CEDEN--2145494969,20.0,8.4,,23.0,,RWB3_CC_2016_CWQ4,2016-12-15,,-122.36,37.1658
773,CEDEN--2145496779,31.0,14.0,,40.0,,RWB3_CC_2016_CWQ4,2016-11-17,,-122.36,37.1658
774,CEDEN--2145642188,,,1.9,,,SDGS_1-29,2017-02-09,,-122.025,37.595
775,CEDEN--2145642262,,,13.0,,,SDGS_1-29,2016-10-14,,-122.025,37.5966
776,CEDEN--2145642357,,,2.5,,,SDGS_1-29,2017-03-24,,-122.025,37.595
777,CEDEN--2145642469,,,2.7,,,SDGS_1-29,2017-03-24,,-122.025,37.5966
778,CEDEN--2145642731,,,1.5,,,SDGS_1-29,2017-03-24,,-122.025,37.5966
779,CEDEN--2145642773,,,19.0,,,SDGS_1-29,2016-10-14,,-122.025,37.5966
780,CEDEN--2145642803,,,0.77,,,SDGS_1-29,2017-02-09,,-122.025,37.5966
781,CEDEN--2145643105,,,3.3,,,SDGS_1-29,2017-01-10,,-122.025,37.5966
782,CEDEN--2145643119,,,2.0,,,SDGS_1-29,2017-03-24,,-122.025,37.595
783,CEDEN--2145643191,,,3.6,,,SDGS_1-29,2017-01-10,,-122.025,37.5966
784,CEDEN--2145643445,,,9.5,,,SDGS_1-29,2016-12-08,,-122.025,37.5966
785,CEDEN--2145644004,,,1.2,,,SDGS_1-29,2016-12-08,,-122.025,37.5966
786,CEDEN--2145644075,,,2.8,,,SDGS_1-29,2017-02-09,,-122.025,37.595
787,CEDEN--2145644685,,,2.0,,,SDGS_1-29,2017-02-09,,-122.025,37.5966
788,CEDEN--2145696847,,,2.7,,,SDGS_1-29,2017-03-24,,-122.025,37.5966
789,CEDEN--2145696896,,,13.0,,,SDGS_1-29,2016-10-14,,-122.025,37.5966
790,CEDEN--2145696902,,,2.8,,,SDGS_1-29,2017-02-09,,-122.025,37.595
791,CEDEN--2145696905,,,1.2,,,SDGS_1-29,2016-12-08,,-122.025,37.5966
792,CEDEN--2145696932,,,1.9,,,SDGS_1-29,2017-02-09,,-122.025,37.595
793,CEDEN--2145696950,,,2.5,,,SDGS_1-29,2017-03-24,,-122.025,37.595
794,CEDEN--2145696965,,,2.0,,,SDGS_1-29,2017-03-24,,-122.025,37.595
795,CEDEN--2145696966,,,19.0,,,SDGS_1-29,2016-10-14,,-122.025,37.5966
796,CEDEN--2145697009,,,1.5,,,SDGS_1-29,2017-03-24,,-122.025,37.5966
797,CEDEN--2145697035,,,9.5,,,SDGS_1-29,2016-12-08,,-122.025,37.5966
798,CEDEN--2145697263,,,2.0,,,SDGS_1-29,2017-02-09,,-122.025,37.5966
799,CEDEN--2145697518,,,0.77,,,SDGS_1-29,2017-02-09,,-122.025,37.5966
800,CEDEN--2145698886,,,3.6,,,SDGS_1-29,2017-01-10,,-122.025,37.5966
801,CEDEN--2145698988,,,3.3,,,SDGS_1-29,2017-01-10,,-122.025,37.5966
802,CEDEN--2145751221,46.0,51.0,,330.0,,RWB3_CC_2015_CWQ4,2015-10-15,,-122.36,37.1658
803,CEDEN--2145751689,35.0,16.0,,54.0,,RWB3_CC_2015_CWQ4,2015-12-17,,-122.36,37.1658
804,CEDEN--2145752000,36.0,19.0,,79.0,,RWB3_CC_2015_CWQ4,2015-11-12,,-122.36,37.1658
805,CEDEN--2146031391,21.0,9.5,,24.0,,RWB3_CC,2011-01-20,,-122.36,37.1658
806,CEDEN--2146033954,55.0,35.0,,27.0,,RWB3_Pajaro,2011-02-09,,-121.535,36.9599
807,CEDEN--2146034115,93.0,69.0,,85.0,,RWB3_Pajaro,2011-01-13,,-121.511,36.9763
808,CEDEN--2146034690,53.0,33.0,,29.0,,RWB3_Pajaro,2011-01-13,,-121.535,36.9599
809,CEDEN--2146034743,38.0,20.0,,16.0,,RWB3_Pajaro,2011-01-13,,-121.531,36.9651
810,CEDEN--2146034903,100.0,85.0,,88.0,,RWB3_Pajaro,2011-02-10,,-121.51,36.9767
811,CEDEN--2146034959,100.0,92.0,,100.0,,RWB3_Pajaro,2011-01-13,,-121.51,36.9767
812,CEDEN--2146035046,21.0,9.5,,24.0,,RWB3_CC,2011-01-19,,-122.36,37.1658
813,CEDEN--2146035342,36.0,20.0,,14.0,,RWB3_Pajaro,2011-02-10,,-121.531,36.9651
814,CEDEN--2146035408,91.0,67.0,,79.0,,RWB3_Pajaro,2011-02-10,,-121.511,36.9763
815,CEDEN--2146036060,23.0,10.0,,28.0,,RWB3_CC,2011-02-16,,-122.36,37.1658
816,CEDEN--2146117927,53.0,33.0,,29.0,,RWB3_Pajaro,2011-01-12,,-121.535,36.9599
817,CEDEN--2146118627,36.0,20.0,,14.0,,RWB3_Pajaro,2011-02-09,,-121.531,36.9651
818,CEDEN--2146118914,79.0,63.0,,88.0,,RWB3_Pajaro,2011-09-22,,-121.51,36.9767
819,CEDEN--2146119016,29.0,13.0,,35.0,,RWB3_CC,2010-10-05,,-122.36,37.1658
820,CEDEN--2146119041,21.0,11.0,,9.3,,RWB3_Pajaro,2011-03-24,,-121.531,36.9651
821,CEDEN--2146119191,25.0,11.0,,27.0,,RWB3_CC,2012-06-26,,-122.36,37.1658
822,CEDEN--2146121133,80.0,55.0,,48.0,,RWB3_Pajaro,2011-07-21,,-121.535,36.9599
823,CEDEN--2146121936,22.0,16.0,,19.0,,RWB3_Pajaro,2011-03-24,,-121.535,36.9599
824,CEDEN--2146122908,27.0,12.0,,29.0,,RWB3_CC,2012-07-18,,-122.36,37.1658
825,CEDEN--2146123129,45.0,28.0,,25.0,,RWB3_Pajaro,2011-04-21,,-121.535,36.9599
826,CEDEN--2146123314,17.0,7.8,,22.0,,RWB3_CC,2010-03-15,,-122.36,37.1658
827,CEDEN--2146123618,91.0,67.0,,79.0,,RWB3_Pajaro,2011-02-09,,-121.511,36.9763
828,CEDEN--2146123952,100.0,85.0,,88.0,,RWB3_Pajaro,2011-02-09,,-121.51,36.9767
829,CEDEN--2146124205,28.0,13.0,,55.0,,RWB3_CC,2011-11-17,,-122.36,37.1658
830,CEDEN--2146124270,93.0,68.0,,80.0,,RWB3_Pajaro,2011-12-13,,-121.511,36.9763
831,CEDEN--2146124439,23.0,9.9,,24.0,,RWB3_CC,2011-05-25,,-122.36,37.1658
832,CEDEN--2146124527,65.0,44.0,,37.0,,RWB3_Pajaro,2011-06-23,,-121.535,36.9599
833,CEDEN--2146124633,95.0,62.0,,48.0,,RWB3_Pajaro,2011-11-16,,-121.535,36.9599
834,CEDEN--2146124637,55.0,35.0,,27.0,,RWB3_Pajaro,2011-02-09,,-121.535,36.9599
835,CEDEN--2146125567,35.0,20.0,,14.0,,RWB3_Pajaro,2011-06-23,,-121.531,36.9651
836,CEDEN--2146126061,25.0,11.0,,28.0,,RWB3_CC,2010-06-14,,-122.36,37.1658
837,CEDEN--2146126256,88.0,65.0,,68.0,,RWB3_Pajaro,2011-07-21,,-121.511,36.9763
838,CEDEN--2146126285,15.0,6.5,,19.0,,RWB3_CC,2010-04-13,,-122.36,37.1658
839,CEDEN--2146126577,38.0,20.0,,16.0,,RWB3_Pajaro,2011-01-12,,-121.531,36.9651
840,CEDEN--2146126821,98.0,80.0,,85.0,,RWB3_Pajaro,2011-06-23,,-121.51,36.9767
841,CEDEN--2146126953,96.0,81.0,,92.0,,RWB3_Pajaro,2011-07-21,,-121.51,36.9767
842,CEDEN--2146127384,14.0,6.6,,19.0,,RWB3_CC,2012-03-20,,-122.36,37.1658
843,CEDEN--2146127741,98.0,64.0,,50.0,,RWB3_Pajaro,2011-10-20,,-121.535,36.9599
844,CEDEN--2146129161,39.0,41.0,,270.0,,RWB3_CC,2011-10-26,,-122.36,37.1658
845,CEDEN--2146129496,23.0,9.5,,26.0,,RWB3_CC,2012-05-08,,-122.36,37.1658
846,CEDEN--2146129856,21.0,9.5,,24.0,,RWB3_CC,2011-01-19,,-122.36,37.1658
847,CEDEN--2146130136,33.0,18.0,,15.0,,RWB3_Pajaro,2011-04-21,,-121.531,36.9651
848,CEDEN--2146130290,14.0,6.7,,20.0,,RWB3_CC,2011-03-31,,-122.36,37.1658
849,CEDEN--2146130914,86.0,64.0,,63.0,,RWB3_Pajaro,2011-05-25,,-121.511,36.9763
850,CEDEN--2146131240,83.0,62.0,,60.0,,RWB3_Pajaro,2011-06-23,,-121.511,36.9763
851,CEDEN--2146131345,18.0,8.8,,22.0,,RWB3_CC,2010-02-08,,-122.36,37.1658
852,CEDEN--2146131419,18.0,32.0,,29.0,,RWB3_Pajaro,2011-05-25,,-121.544,37.0314
853,CEDEN--2146131763,100.0,92.0,,100.0,,RWB3_Pajaro,2011-01-12,,-121.51,36.9767
854,CEDEN--2146131849,39.0,28.0,,17.0,,RWB3_Pajaro,2011-04-21,,-121.544,37.0314
855,CEDEN--2146132135,33.0,18.0,,12.0,,RWB3_Pajaro,2011-05-25,,-121.531,36.9651
856,CEDEN--2146132312,21.0,9.2,,23.0,,RWB3_CC,2011-04-27,,-122.36,37.1658
857,CEDEN--2146132406,97.0,78.0,,84.0,,RWB3_Pajaro,2011-04-21,,-121.51,36.9767
858,CEDEN--2146132904,98.0,79.0,,78.0,,RWB3_Pajaro,2011-12-13,,-121.51,36.9767
859,CEDEN--2146133222,81.0,59.0,,70.0,,RWB3_Pajaro,2011-09-22,,-121.511,36.9763
860,CEDEN--2146134121,29.0,20.0,,36.0,,RWB3_Pajaro,2011-03-24,,-121.51,36.9767
861,CEDEN--2146134458,25.0,10.0,,27.0,,RWB3_CC,2011-07-27,,-122.36,37.1658
862,CEDEN--2146134867,97.0,73.0,,91.0,,RWB3_Pajaro,2011-08-16,,-121.51,36.9767
863,CEDEN--2146135925,23.0,15.0,,11.0,,RWB3_Pajaro,2011-03-24,,-121.544,37.0314
864,CEDEN--2146136139,100.0,87.0,,86.0,,RWB3_Pajaro,2011-05-25,,-121.51,36.9767
865,CEDEN--2146136356,39.0,22.0,,17.0,,RWB3_Pajaro,2011-12-13,,-121.531,36.9651
866,CEDEN--2146137072,82.0,52.0,,42.0,,RWB3_Pajaro,2011-12-13,,-121.535,36.9599
867,CEDEN--2146137330,80.0,60.0,,55.0,,RWB3_Pajaro,2011-08-16,,-121.535,36.9599
868,CEDEN--2146137371,93.0,69.0,,85.0,,RWB3_Pajaro,2011-01-12,,-121.511,36.9763
869,CEDEN--2146137699,93.0,68.0,,78.0,,RWB3_Pajaro,2011-11-16,,-121.511,36.9763
870,CEDEN--2146137870,30.0,20.0,,100.0,,RWB3_CC,2010-01-12,,-122.36,37.1658
871,CEDEN--2146138358,26.0,11.0,,29.0,,RWB3_CC,2011-08-16,,-122.36,37.1658
872,CEDEN--2146138828,31.0,15.0,,44.0,,RWB3_CC,2012-01-18,,-122.36,37.1658
873,CEDEN--2146139146,19.0,8.2,,23.0,,RWB3_CC,2012-04-10,,-122.36,37.1658
874,CEDEN--2146139412,23.0,16.0,,14.0,,RWB3_Pajaro,2011-03-24,,-121.511,36.9763
875,CEDEN--2146139578,27.0,13.0,,35.0,,RWB3_CC,2010-08-09,,-122.36,37.1658
876,CEDEN--2146140317,27.0,12.0,,35.0,,RWB3_CC,2010-09-07,,-122.36,37.1658
877,CEDEN--2146140458,21.0,9.7,,24.0,,RWB3_CC,2011-06-28,,-122.36,37.1658
878,CEDEN--2146140618,26.0,12.0,,31.0,,RWB3_CC,2010-07-13,,-122.36,37.1658
879,CEDEN--2146140760,98.0,78.0,,77.0,,RWB3_Pajaro,2011-11-16,,-121.51,36.9767
880,CEDEN--2146142332,46.0,29.0,,22.0,,RWB3_Pajaro,2011-05-25,,-121.535,36.9599
881,CEDEN--2146142341,100.0,64.0,,63.0,,RWB3_Pajaro,2011-11-16,,-121.531,36.9651
882,CEDEN--2146142860,66.0,47.0,,50.0,,RWB3_Pajaro,2011-04-21,,-121.511,36.9763
883,CEDEN--2146142889,110.0,79.0,,52.0,,RWB3_Pajaro,2011-09-22,,-121.535,36.9599
884,CEDEN--2146143880,23.0,9.8,,26.0,,RWB3_CC,2010-05-12,,-122.36,37.1658
885,CEDEN--2146144356,23.0,10.0,,28.0,,RWB3_CC,2011-02-15,,-122.36,37.1658
886,CEDEN--2146144423,95.0,69.0,,79.0,,RWB3_Pajaro,2011-10-20,,-121.511,36.9763
887,CEDEN--2146145646,29.0,13.0,,34.0,,RWB3_CC,2012-02-14,,-122.36,37.1658
888,CEDEN--2146146281,82.0,60.0,,76.0,,RWB3_Pajaro,2011-08-16,,-121.511,36.9763
889,CEDEN--2146146418,99.0,81.0,,85.0,,RWB3_Pajaro,2011-10-20,,-121.51,36.9767
890,CEDEN--2146146952,28.0,12.0,,31.0,,RWB3_CC,2012-08-15,,-122.36,37.1658
891,CEDEN--2146146955,31.0,14.0,,40.0,,RWB3_CC,2011-12-13,,-122.36,37.1658
892,CEDEN--2146147716,29.0,18.0,,82.0,,RWB3_CC,2011-09-29,,-122.36,37.1658
893,CEDEN--2146147869,29.0,13.0,,33.0,,RWB3_CC,2010-12-07,,-122.36,37.1658
894,CEDEN--2146147870,30.0,14.0,,41.0,,RWB3_CC,2010-11-01,,-122.36,37.1658
895,CEDEN--2146188319,28.0,13.0,,33.0,,RWB3_CC_2015_CWQ2,2015-05-14,,-122.36,37.1658
896,CEDEN--2146189354,30.0,14.0,,46.0,,RWB3_CC_2015_CWQ3,2015-09-17,,-122.36,37.1658
897,CEDEN--2146191705,23.0,11.0,,31.0,,RWB3_CC_2015_CWQ1,2015-01-22,,-122.36,37.1658
898,CEDEN--2146192751,34.0,27.0,,150.0,,RWB3_CC_2015_CWQ3,2015-08-20,,-122.36,37.1658
899,CEDEN--2146192775,27.0,13.0,,32.0,,RWB3_CC_2015_CWQ2,2015-04-15,,-122.36,37.1658
900,CEDEN--2146193062,24.0,11.0,,28.0,,RWB3_CC_2015_CWQ1,2015-02-19,,-122.36,37.1658
901,CEDEN--2146198425,29.0,13.0,,40.0,,RWB3_CC_2015_CWQ3,2015-07-09,,-122.36,37.1658
902,CEDEN--2146200192,28.0,13.0,,33.0,,RWB3_CC_2015_CWQ1,2015-03-19,,-122.36,37.1658
903,CEDEN--2146203525,29.0,13.0,,37.0,,RWB3_CC_2015_CWQ2,2015-06-11,,-122.36,37.1658
904,CEDEN--2146983519,29.0,12.0,,30.0,,RWB3_CC_2013_CWQ2,2013-04-23,,-122.36,37.1658
905,CEDEN--2146989004,33.0,16.0,,58.0,,RWB3_CC_2014_CWQ4,2014-10-16,,-122.36,37.1658
906,CEDEN--2146994920,36.2,,,,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
907,CEDEN--2146996903,,,,35.6,,SWB_NLA_2012,2012-07-30,,-121.872,37.2468
908,CEDEN--2147000804,31.0,14.0,,39.0,,RWB3_CC_2013_CWQ4,2013-11-18,,-122.36,37.1658
909,CEDEN--2147006481,,,1.95,,,SWB_NLA_2012,2012-06-11,,-121.601,37.9139
910,CEDEN--2147020427,,,2.79,,,SWB_NLA_2012,2012-08-29,,-121.691,37.1798
911,CEDEN--2147036946,,24.9,,,,SWB_NLA_2012,2012-07-30,,-121.872,37.2468
912,CEDEN--2147060132,35.0,14.0,,33.0,,RWB3_CC_2012_CWQ4,2012-11-13,,-122.36,37.1658
913,CEDEN--2147082612,29.0,13.0,,34.0,,RWB3_CC_2013_CWQ3,2013-08-14,,-122.36,37.1658
914,CEDEN--2147092182,,,,41.7,,SWB_NLA_2012,2012-08-29,,-121.691,37.1798
915,CEDEN--2147097653,28.0,12.0,,33.0,,RWB3_CC_2013_CWQ2,2013-05-21,,-122.36,37.1658
916,CEDEN--2147110220,30.3,13.5,,45.1,,RWB3_CC_2013_CWQ4,2013-10-17,,-122.36,37.1658
917,CEDEN--2147117716,28.0,12.0,,33.0,,RWB3_CC_2013_CWQ2,2013-06-18,,-122.36,37.1658
918,CEDEN--2147120190,30.0,13.0,,34.0,,RWB3_CC_2013_CWQ3,2013-09-18,,-122.36,37.1658
919,CEDEN--2147125458,22.0,9.7,,27.0,,RWB3_CC_2013_CWQ1,2013-02-19,,-122.36,37.1658
920,CEDEN--2147160969,,,2.01,,,SWB_NLA_2012,2012-07-30,,-121.872,37.2468
921,CEDEN--2147162441,,13.8,,,,SWB_NLA_2012,2012-08-06,,-122.117,37.7761
922,CEDEN--2147169630,,,,56.6,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
923,CEDEN--2147170098,30.0,14.0,,38.0,,RWB3_CC_2013_CWQ4,2013-12-11,,-122.36,37.1658
924,CEDEN--2147171454,,,,20.1,,SWB_NLA_2012,2012-08-06,,-122.117,37.7761
925,CEDEN--2147201678,21.7,,,,,SWB_NLA_2012,2012-08-29,,-121.691,37.1798
926,CEDEN--2147215030,,,2.41,,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
927,CEDEN--2147216296,28.0,12.0,,30.0,,RWB3_CC_2012_CWQ3,2012-09-19,,-122.36,37.1658
928,CEDEN--2147218054,26.0,11.0,,30.0,,RWB3_CC_2013_CWQ1,2013-03-18,,-122.36,37.1658
929,CEDEN--2147221630,41.0,37.0,,240.0,,RWB3_CC_2014_CWQ1,2014-01-29,,-122.36,37.1658
930,CEDEN--2147223140,21.0,8.8,,26.0,,RWB3_CC_2012_CWQ4,2012-12-11,,-122.36,37.1658
931,CEDEN--2147228838,28.0,12.0,,31.0,,RWB3_CC_2014_CWQ2,2014-05-14,,-122.36,37.1658
932,CEDEN--2147235352,,,,35.8,,SWB_NLA_2012,2012-06-11,,-121.601,37.9139
933,CEDEN--2147262996,30.0,13.0,,44.0,,RWB3_CC_2013_CWQ4,2013-10-17,,-122.36,37.1658
934,CEDEN--2147269115,31.0,13.0,,39.0,,RWB3_CC_2014_CWQ4,2014-11-12,,-122.36,37.1658
935,CEDEN--2147275510,,,2.31,,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
936,CEDEN--2147284765,,23.0,,,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
937,CEDEN--2147290793,,,,55.5,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
938,CEDEN--2147298800,28.1,,,,,SWB_NLA_2012,2012-07-30,,-121.872,37.2468
939,CEDEN--2147325551,,,1.98,,,SWB_NLA_2012,2012-08-06,,-122.117,37.7761
940,CEDEN--2147347461,22.0,9.3,,26.0,,RWB3_CC_2013_CWQ1,2013-01-22,,-122.36,37.1658
941,CEDEN--2147350937,34.0,22.0,,99.0,,RWB3_CC_2014_CWQ3,2014-07-09,,-122.36,37.1658
942,CEDEN--2147361496,,11.9,,,,SWB_NLA_2012,2012-08-29,,-121.691,37.1798
943,CEDEN--2147374987,30.0,13.0,,41.0,,RWB3_CC_2014_CWQ1,2014-02-19,,-122.36,37.1658
944,CEDEN--2147375850,,9.77,,,,SWB_NLA_2012,2012-06-11,,-121.601,37.9139
945,CEDEN--2147382048,,23.1,,,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
946,CEDEN--2147389090,36.8,,,,,SWB_NLA_2012,2012-05-02,,-121.997,37.5645
947,CEDEN--2147406001,30.0,14.0,,42.0,,RWB3_CC_2014_CWQ3,2014-09-17,,-122.36,37.1658
948,CEDEN--2147407810,28.0,16.0,,57.0,,RWB3_CC_2014_CWQ3,2014-08-20,,-122.36,37.1658
949,CEDEN--2147414294,29.0,13.0,,35.0,,RWB3_CC_2014_CWQ2,2014-06-18,,-122.36,37.1658
950,CEDEN--2147415818,26.0,12.0,,33.0,,RWB3_CC_2013_CWQ3,2013-07-24,,-122.36,37.1658
951,CEDEN--2147423330,16.4,,,,,SWB_NLA_2012,2012-06-11,,-121.601,37.9139
952,CEDEN--2147445211,28.0,12.0,,36.0,,RWB3_CC_2014_CWQ1,2014-03-19,,-122.36,37.1658
953,CEDEN--2147452539,22.1,,,,,SWB_NLA_2012,2012-08-06,,-122.117,37.7761
954,CEDEN--2147463373,62.0,100.0,,740.0,,RWB3_CC_2012_CWQ4,2012-10-17,,-122.36,37.1658
955,CEDEN--2147479076,26.0,12.0,,29.0,,RWB3_CC_2014_CWQ2,2014-04-09,,-122.36,37.1658
956,NARS_WQX-NLA12_CA-143:20120502:WQCHEM,36.8,23.1,2.31,55.5,,NARS_NLA2012,2012-05-02,,-121.9971818,37.56448938
957,NARS_WQX-NLA12_CA-145:20120730:WQCHEM,28.1,24.9,2.01,35.6,,NARS_NLA2012,2012-07-30,,-121.8722039,37.24681552
958,NARS_WQX-NLA12_CA-174:20120611:WQCHEM,16.4,9.77,1.95,35.8,,NARS_NLA2012,2012-06-11,,-121.6012966,37.91390879
959,NARS_WQX-NLA12_CA-181:20120829:WQCHEM,21.7,11.9,2.79,41.7,,NARS_NLA2012,2012-08-29,,-121.6910013,37.17995179
960,NARS_WQX-NLA12_CA-188:20120806:WQCHEM,22.1,13.8,1.98,20.1,,NARS_NLA2012,2012-08-06,,-122.1186618,37.77693239
961,NARS_WQX-NLA_CA-10122:20170613:FM:,35.25,13.167,1.72,18.685,,NARS_NLA2017,2017-06-13,,-122.1187,37.77693
962,NARS_WQX-NLA_CA-10122:20170613:SR:,35.25,13.167,1.72,18.685,,NARS_NLA2017,2017-06-13,,-122.1187,37.77693
963,NARS_WQX-NLA_CA-10200:20170614:FM:,32.695,32.53,3.821,74.888,,NARS_NLA2017,2017-06-14,,-121.836,37.6695
964,NARS_WQX-NLA_CA-10200:20170614:SR:,32.695,32.53,3.821,74.888,,NARS_NLA2017,2017-06-14,,-121.836,37.6695
965,nwisca.01.01102676,61.8,24.3,1.18,18.9,14000.0,,2011-03-21,10:30:00,-121.9615833,37.2828333
966,nwisca.01.01102677,82.4,22.4,1.29,32.5,19000.0,,2011-03-21,14:00:00,-121.9865556,37.36316667
967,nwisca.01.01102678,65.4,19.9,1.17,40.5,26000.0,,2011-03-22,10:40:00,-122.0677222,37.39630556
968,nwisca.01.01102679,107.0,40.7,3.11,125.0,38000.0,,2011-03-22,14:30:00,-122.1944167,37.74925
969,nwisca.01.01102680,30.6,23.0,3.16,42.9,35000.0,,2011-03-23,10:20:00,-122.4136944,37.61727778
970,nwisca.01.01103068,28.7,3.48,0.36,23.9,38000.0,,2011-03-28,11:20:00,-122.49675,37.55016667
971,nwisca.01.01103069,26.3,11.2,1.61,45.5,47000.0,,2011-03-29,10:30:00,-122.3786389,37.2921111
972,nwisca.01.01103070,20.4,15.9,2.56,107.0,66000.0,,2011-03-29,15:10:00,-122.3323333,37.1596111
973,nwisca.01.01103071,146.0,20.3,2.06,22.9,10000.0,,2011-03-30,15:30:00,-122.257,37.37680556
974,nwisca.01.01103637,60.4,10.1,1.36,16.3,15000.0,,2011-04-04,10:50:00,-122.2433056,37.21866667
975,nwisca.01.01103638,86.4,68.8,5.15,174.0,43000.0,,2011-04-04,15:30:00,-122.3954722,37.3770833
976,nwisca.01.01103639,56.6,10.4,1.7,18.9,18000.0,,2011-04-05,10:40:00,-122.0178889,37.19375
977,nwisca.01.01103640,3.01,0.298,1.63,240.0,98000.0,,2011-04-05,16:00:00,-121.9755,37.16991667
978,nwisca.01.01103642,128.0,15.9,0.71,14.3,8000.0,,2011-04-06,18:30:00,-122.1041667,37.2973333
979,nwisca.01.01103643,87.2,64.8,0.9,22.9,9000.0,,2011-04-07,14:00:00,-121.7770833,37.17169444
980,nwisca.01.01103975,31.4,10.2,0.52,10.8,16000.0,,2011-04-18,15:50:00,-121.7878333,37.08344444
981,nwisca.01.01103976,65.6,19.7,1.84,21.4,16000.0,,2011-04-19,11:30:00,-121.976361,37.1432222
982,nwisca.01.01104144,50.6,64.5,1.17,192.0,52000.0,,2011-05-02,10:30:00,-122.388111,37.32752778
983,nwisca.01.01104145,45.6,37.2,11.6,150.0,54000.0,,2011-05-02,15:00:00,-122.2552778,37.30555556
984,nwisca.01.01104147,75.9,28.4,3.81,60.3,30000.0,,2011-05-03,16:30:00,-121.7095556,37.00713889
985,nwisca.01.01206701,94.2,45.1,2.25,50.3,21000.0,,2012-09-18,11:00:00,-121.8720278,37.672
986,nwisca.01.01206702,55.2,28.0,1.48,26.7,19000.0,,2012-09-18,15:00:00,-121.5559444,37.0110833
987,nwisca.01.01605807,31.4,3.8,0.43,26.3,38000.0,,2016-08-18,10:30:00,-122.49675,37.55016667
988,nwisca.01.01605810,73.1,26.1,3.67,58.3,30000.0,,2016-08-16,13:00:00,-121.7095556,37.00713889
989,nwisca.01.01605811,95.0,67.6,0.92,22.6,9000.0,,2016-08-15,15:00:00,-121.7770833,37.17169444
990,nwisca.01.01703641,77.8,30.4,2.26,38.2,21000.0,National Water Quality Assessment Program (NAWQA),2017-03-16,15:20:00,-122.1894095,37.42327257
991,nwisca.01.01703642,117.0,100.0,2.81,91.2,22000.0,National Water Quality Assessment Program (NAWQA),2017-03-16,11:30:00,-122.1365917,37.4168
992,nwisca.01.01703643,53.7,15.7,1.35,17.2,16000.0,National Water Quality Assessment Program (NAWQA),2017-03-15,14:30:00,-122.0162889,37.27225
993,nwisca.01.01703644,33.8,13.7,1.32,11.8,15000.0,National Water Quality Assessment Program (NAWQA),2017-03-15,11:20:00,-121.933,37.2939
