,ActivityIdentifier,Enterococcus,Fecal Coliform,Total Coliform
62811,CABEACH_WQX-2847247,,10.0,
62812,CABEACH_WQX-2847248,30.0,,
62813,CABEACH_WQX-2847249,,,400.0
62814,CABEACH_WQX-2847250,10.0,,
62815,CABEACH_WQX-2847251,,,560.0
62816,CABEACH_WQX-2847252,,5.0,
62817,CABEACH_WQX-2847253,,,120.0
62818,CABEACH_WQX-2847254,,5.0,
62819,CABEACH_WQX-2847255,10.0,,
62820,CABEACH_WQX-2847256,10.0,,
62821,CABEACH_WQX-2847257,,5.0,
62822,CABEACH_WQX-2847258,,,50.0
62823,CABEACH_WQX-2847259,,,80.0
62824,CABEACH_WQX-2847260,10.0,,
62825,CABEACH_WQX-2847261,,5.0,
62826,CABEACH_WQX-2847262,,5.0,
62827,CABEACH_WQX-2847263,10.0,,
62828,CABEACH_WQX-2847264,,,20.0
62829,CABEACH_WQX-2847265,10.0,,
62830,CABEACH_WQX-2847266,,,20.0
62831,CABEACH_WQX-2847267,,10.0,
62832,CABEACH_WQX-2847268,,5.0,
62833,CABEACH_WQX-2847269,10.0,,
62834,CABEACH_WQX-2847270,,,20.0
62835,CABEACH_WQX-2847271,,5.0,
62836,CABEACH_WQX-2847272,,,10.0
62837,CABEACH_WQX-2847273,10.0,,
62838,CABEACH_WQX-2847274,,,10.0
62839,CABEACH_WQX-2847275,,5.0,
62840,CABEACH_WQX-2847276,10.0,,
62841,CABEACH_WQX-2847277,,5.0,
62842,CABEACH_WQX-2847278,,,10.0
62843,CABEACH_WQX-2847279,10.0,,
62844,CABEACH_WQX-2847280,85.0,,
62845,CABEACH_WQX-2847281,,,20.0
62846,CABEACH_WQX-2847282,,5.0,
62847,CABEACH_WQX-2847283,,,10.0
62848,CABEACH_WQX-2847284,,5.0,
62849,CABEACH_WQX-2847285,10.0,,
62850,CABEACH_WQX-2847286,,,10.0
62851,CABEACH_WQX-2847287,10.0,,
62852,CABEACH_WQX-2847288,,5.0,
62853,CABEACH_WQX-2847289,,,40.0
62854,CABEACH_WQX-2847290,10.0,,
62855,CABEACH_WQX-2847291,,5.0,
62856,CABEACH_WQX-2847292,10.0,,
62857,CABEACH_WQX-2847293,,10.0,
62858,CABEACH_WQX-2847294,,,20.0
62859,CABEACH_WQX-2847295,,,40.0
62860,CABEACH_WQX-2847296,10.0,,
62861,CABEACH_WQX-2847297,,5.0,
62862,CABEACH_WQX-2847298,,,190.0
62863,CABEACH_WQX-2847299,,5.0,
62864,CABEACH_WQX-2847300,10.0,,
62865,CABEACH_WQX-2847301,,25.0,
62866,CABEACH_WQX-2847302,,,200.0
62867,CABEACH_WQX-2847303,10.0,,
62868,CABEACH_WQX-2847304,,5.0,
62869,CABEACH_WQX-2847305,10.0,,
62870,CABEACH_WQX-2847306,,,80.0
62871,CABEACH_WQX-2847307,10.0,,
62872,CABEACH_WQX-2847308,,,50.0
62873,CABEACH_WQX-2847309,,5.0,
62874,CABEACH_WQX-2847310,,55.0,
62875,CABEACH_WQX-2847311,243.0,,
62876,CABEACH_WQX-2847312,,,550.0
62877,CABEACH_WQX-2847313,10.0,,
62878,CABEACH_WQX-2847314,,,30.0
62879,CABEACH_WQX-2847315,,5.0,
62880,CABEACH_WQX-2847316,,5.0,
62881,CABEACH_WQX-2847317,,,10.0
62882,CABEACH_WQX-2847318,10.0,,
62883,CABEACH_WQX-2847319,,,10.0
62884,CABEACH_WQX-2847320,,5.0,
62885,CABEACH_WQX-2847321,10.0,,
62886,CABEACH_WQX-2847322,,,90.0
62887,CABEACH_WQX-2847323,,50.0,
62888,CABEACH_WQX-2847324,10.0,,
62889,CABEACH_WQX-2847325,,5.0,
62890,CABEACH_WQX-2847326,,,10.0
62891,CABEACH_WQX-2847327,10.0,,
62892,CABEACH_WQX-2847328,,5.0,
62893,CABEACH_WQX-2847329,10.0,,
62894,CABEACH_WQX-2847330,,,10.0
62895,CABEACH_WQX-2847331,10.0,,
62896,CABEACH_WQX-2847332,,10.0,
62897,CABEACH_WQX-2847333,,,490.0
62898,CABEACH_WQX-2847334,,5.0,
62899,CABEACH_WQX-2847335,,,10.0
62900,CABEACH_WQX-2847336,10.0,,
62901,CABEACH_WQX-2847337,,,10.0
62902,CABEACH_WQX-2847338,,5.0,
62903,CABEACH_WQX-2847339,31.0,,
62904,CABEACH_WQX-2847340,,5.0,
62905,CABEACH_WQX-2847341,10.0,,
62906,CABEACH_WQX-2847342,,,30.0
62907,CABEACH_WQX-2847343,,,40.0
62908,CABEACH_WQX-2847344,,5.0,
62909,CABEACH_WQX-2847345,10.0,,
62910,CABEACH_WQX-2847346,,80.0,
62911,CABEACH_WQX-2847347,10.0,,
62912,CABEACH_WQX-2847348,,,80.0
62913,CABEACH_WQX-2847349,,,10.0
62914,CABEACH_WQX-2847350,,5.0,
62915,CABEACH_WQX-2847351,10.0,,
62916,CABEACH_WQX-2847352,10.0,,
62917,CABEACH_WQX-2847353,,10.0,
62918,CABEACH_WQX-2847354,,,50.0
62919,CABEACH_WQX-2847355,,20.0,
62920,CABEACH_WQX-2847356,10.0,,
62921,CABEACH_WQX-2847357,,,140.0
62922,CABEACH_WQX-2847358,,,130.0
62923,CABEACH_WQX-2847359,,20.0,
62924,CABEACH_WQX-2847360,10.0,,
62925,CABEACH_WQX-2847361,30.0,,
62926,CABEACH_WQX-2847362,,,450.0
62927,CABEACH_WQX-2847363,,5.0,
62928,CABEACH_WQX-2847364,,5.0,
62929,CABEACH_WQX-2847365,,,20.0
62930,CABEACH_WQX-2847366,10.0,,
62931,CABEACH_WQX-2847367,,20.0,
62932,CABEACH_WQX-2847368,10.0,,
62933,CABEACH_WQX-2847369,,,250.0
62934,CABEACH_WQX-2847370,10.0,,
62935,CABEACH_WQX-2847371,,5.0,
62936,CABEACH_WQX-2847372,,,20.0
62937,CABEACH_WQX-2847373,,,70.0
62938,CABEACH_WQX-2847374,,5.0,
62939,CABEACH_WQX-2847375,10.0,,
62940,CABEACH_WQX-2847376,,,10.0
62941,CABEACH_WQX-2847377,10.0,,
62942,CABEACH_WQX-2847378,,5.0,
62943,CABEACH_WQX-2847379,,,10.0
62944,CABEACH_WQX-2847380,10.0,,
62945,CABEACH_WQX-2847381,,5.0,
62946,CABEACH_WQX-2847382,10.0,,
62947,CABEACH_WQX-2847383,,,10.0
62948,CABEACH_WQX-2847384,,5.0,
62949,CABEACH_WQX-2847385,,5.0,
62950,CABEACH_WQX-2847386,,,10.0
62951,CABEACH_WQX-2847387,10.0,,
62952,CABEACH_WQX-2847483,,,96.0
62953,CABEACH_WQX-2847485,10.0,,
62954,CABEACH_WQX-2847486,,,24196.0
62955,CABEACH_WQX-2847488,,,8664.0
62956,CABEACH_WQX-2847490,,,230.0
62957,CABEACH_WQX-2847492,52.0,,
62958,CABEACH_WQX-2847493,,,10.0
62959,CABEACH_WQX-2847495,20.0,,
62960,CABEACH_WQX-2847496,,,4884.0
62961,CABEACH_WQX-2847498,20.0,,
62962,CABEACH_WQX-2847499,,,3873.0
62963,CABEACH_WQX-2847501,86.0,,
62964,CABEACH_WQX-2847502,,,10.0
62965,CABEACH_WQX-2847504,10.0,,
62966,CABEACH_WQX-2847505,,,8664.0
62967,CABEACH_WQX-2847507,,,74.0
62968,CABEACH_WQX-2847509,10.0,,
62969,CABEACH_WQX-2847510,,,5475.0
62970,CABEACH_WQX-2847512,,,11199.0
62971,CABEACH_WQX-2847514,10.0,,
62972,CABEACH_WQX-2847515,,,3784.0
62973,CABEACH_WQX-2847517,246.0,,
62974,CABEACH_WQX-2847518,,,10.0
62975,CABEACH_WQX-2847520,10.0,,
62976,CABEACH_WQX-2847521,,,24196.0
62977,CABEACH_WQX-2847523,15531.0,,
62978,CABEACH_WQX-2847524,,,10.0
62979,CABEACH_WQX-2847526,10.0,,
62980,CABEACH_WQX-2847527,,,8164.0
62981,CABEACH_WQX-2847529,,,5172.0
62982,CABEACH_WQX-2847531,,,727.0
62983,CABEACH_WQX-2847533,139.0,,
62984,CABEACH_WQX-2847534,,,305.0
62985,CABEACH_WQX-2847536,121.0,,
62986,CABEACH_WQX-2847537,,,448.0
62987,CABEACH_WQX-2847539,134.0,,
62988,CABEACH_WQX-2847540,,,884.0
62989,CABEACH_WQX-2847542,75.0,,
62990,CABEACH_WQX-2847543,,,10.0
62991,CABEACH_WQX-2847545,10.0,,
62992,CABEACH_WQX-2847546,,,24196.0
62993,CABEACH_WQX-2847548,,,10.0
62994,CABEACH_WQX-2847550,10.0,,
62995,CABEACH_WQX-2847551,,,10.0
62996,CABEACH_WQX-2847553,10.0,,
62997,CABEACH_WQX-2847554,,,97.0
62998,CABEACH_WQX-2847556,10.0,,
62999,CABEACH_WQX-2847557,,,6488.0
63000,CABEACH_WQX-2847559,,,4611.0
63001,CABEACH_WQX-2847561,,,6867.0
63002,CABEACH_WQX-2847563,,,10.0
63003,CABEACH_WQX-2847565,10.0,,
63004,CABEACH_WQX-2847566,,,20.0
63005,CABEACH_WQX-2847568,10.0,,
63006,CABEACH_WQX-2847570,,,12033.0
63007,CABEACH_WQX-2847571,20.0,,
63008,CABEACH_WQX-2847573,,,11199.0
63009,CABEACH_WQX-2847574,10.0,,
63010,CABEACH_WQX-2849163,,,110.0
63011,CABEACH_WQX-2849164,3.0,,
63012,CABEACH_WQX-2849165,,24.0,
63013,CABEACH_WQX-2849166,,,1100.0
63014,CABEACH_WQX-2849167,54.0,,
63015,CABEACH_WQX-2849168,,11.0,
63016,CABEACH_WQX-2849169,,,820.0
63017,CABEACH_WQX-2849170,32.0,,
63018,CABEACH_WQX-2849171,,160.0,
63019,CABEACH_WQX-2849172,,,7300.0
63020,CABEACH_WQX-2849173,310.0,,
63021,CABEACH_WQX-2849174,,63.0,
63022,CABEACH_WQX-2849175,,,2800.0
63023,CABEACH_WQX-2849176,210.0,,
63024,CABEACH_WQX-2849177,,8.0,
63025,CABEACH_WQX-2849178,,,31.0
63026,CABEACH_WQX-2849179,4.0,,
63027,CABEACH_WQX-2849180,,,24000.0
63028,CABEACH_WQX-2849181,,140.0,
63029,CABEACH_WQX-2849182,44.0,,
63030,CABEACH_WQX-2849183,,,24000.0
63031,CABEACH_WQX-2849184,,160.0,
63032,CABEACH_WQX-2849185,58.0,,
63033,CABEACH_WQX-2849186,,,3400.0
63034,CABEACH_WQX-2849187,,27.0,
63035,CABEACH_WQX-2849188,120.0,,
63036,CABEACH_WQX-2849189,,,3900.0
63037,CABEACH_WQX-2849190,,12.0,
63038,CABEACH_WQX-2849191,100.0,,
63039,CABEACH_WQX-2849192,,57.0,
63040,CABEACH_WQX-2849193,,,73.0
63041,CABEACH_WQX-2849194,33.0,,
63042,CABEACH_WQX-2849195,,13.0,
63043,CABEACH_WQX-2849196,,,300.0
63044,CABEACH_WQX-2849197,11.0,,
63045,CABEACH_WQX-2849198,,77.0,
63046,CABEACH_WQX-2849199,,,1100.0
63047,CABEACH_WQX-2849200,190.0,,
63048,CABEACH_WQX-2849201,,12.0,
63049,CABEACH_WQX-2849202,,,370.0
63050,CABEACH_WQX-2849203,6.0,,
63051,CABEACH_WQX-2849204,,37.0,
63052,CABEACH_WQX-2849205,,,660.0
63053,CABEACH_WQX-2849206,5.0,,
63054,CABEACH_WQX-2849207,,30.0,
63055,CABEACH_WQX-2849208,,,210.0
63056,CABEACH_WQX-2849209,3.0,,
63057,CABEACH_WQX-2849210,,1.0,
63058,CABEACH_WQX-2849211,,,20.0
63059,CABEACH_WQX-2849212,1.0,,
63060,CABEACH_WQX-2849465,,,10.0
63061,CABEACH_WQX-2849467,10.0,,
63062,CABEACH_WQX-2849468,,,1553.0
63063,CABEACH_WQX-2849470,,,11199.0
63064,CABEACH_WQX-2849472,,,30.0
63065,CABEACH_WQX-2849474,10.0,,
63066,CABEACH_WQX-2849475,,,10.0
63067,CABEACH_WQX-2849477,10.0,,
63068,CABEACH_WQX-2849478,,,8164.0
63069,CABEACH_WQX-2849480,10.0,,
63070,CABEACH_WQX-2849481,,,364.0
63071,CABEACH_WQX-2849483,63.0,,
63072,CABEACH_WQX-2849484,,,10.0
63073,CABEACH_WQX-2849486,10.0,,
63074,CABEACH_WQX-2849487,,,6488.0
63075,CABEACH_WQX-2849489,,,10.0
63076,CABEACH_WQX-2849491,10.0,,
63077,CABEACH_WQX-2849492,,,1421.0
63078,CABEACH_WQX-2849494,,,6131.0
63079,CABEACH_WQX-2849496,20.0,,
63080,CABEACH_WQX-2849497,,,1223.0
63081,CABEACH_WQX-2849499,20.0,,
63082,CABEACH_WQX-2849500,,,4884.0
63083,CABEACH_WQX-2849502,185.0,,
63084,CABEACH_WQX-2849503,,,20.0
63085,CABEACH_WQX-2849505,20.0,,
63086,CABEACH_WQX-2849506,,,24196.0
63087,CABEACH_WQX-2849508,31.0,,
63088,CABEACH_WQX-2849509,,,605.0
63089,CABEACH_WQX-2849511,10.0,,
63090,CABEACH_WQX-2849512,,,10.0
63091,CABEACH_WQX-2849514,10.0,,
63092,CABEACH_WQX-2849515,,,2143.0
63093,CABEACH_WQX-2849517,,,5475.0
63094,CABEACH_WQX-2849519,,,5475.0
63095,CABEACH_WQX-2849521,933.0,,
63096,CABEACH_WQX-2849522,,,20.0
63097,CABEACH_WQX-2849524,10.0,,
63098,CABEACH_WQX-2849525,,,41.0
63099,CABEACH_WQX-2849527,10.0,,
63100,CABEACH_WQX-2849528,,,605.0
63101,CABEACH_WQX-2849530,197.0,,
63102,CABEACH_WQX-2849531,,,10.0
63103,CABEACH_WQX-2849533,10.0,,
63104,CABEACH_WQX-2849534,,,2481.0
63105,CABEACH_WQX-2849536,,,20.0
63106,CABEACH_WQX-2849538,10.0,,
63107,CABEACH_WQX-2849539,,,24196.0
63108,CABEACH_WQX-2849541,,,10.0
63109,CABEACH_WQX-2849543,10.0,,
63110,CABEACH_WQX-2849544,,,20.0
63111,CABEACH_WQX-2849546,10.0,,
63112,CABEACH_WQX-2849547,,,1850.0
63113,CABEACH_WQX-2849549,,,4611.0
63114,CABEACH_WQX-2849551,,,2382.0
63115,CABEACH_WQX-2849553,,,10.0
63116,CABEACH_WQX-2849555,10.0,,
63117,CABEACH_WQX-2849556,,,10.0
63118,CABEACH_WQX-2849558,10.0,,
63119,CABEACH_WQX-2849560,,,9804.0
63120,CABEACH_WQX-2849561,20.0,,
63121,CABEACH_WQX-2849563,,,15531.0
63122,CABEACH_WQX-2849564,63.0,,
63123,CABEACH_WQX-2849865,,,10.0
63124,CABEACH_WQX-2849866,10.0,,
63125,CABEACH_WQX-2850076,,,10.0
63126,CABEACH_WQX-2850078,10.0,,
63127,CABEACH_WQX-2850079,,,2755.0
63128,CABEACH_WQX-2850081,,,4884.0
63129,CABEACH_WQX-2850083,,,10.0
63130,CABEACH_WQX-2850085,10.0,,
63131,CABEACH_WQX-2850086,,,9208.0
63132,CABEACH_WQX-2850088,31.0,,
63133,CABEACH_WQX-2850089,,,20.0
63134,CABEACH_WQX-2850091,10.0,,
63135,CABEACH_WQX-2850092,,,10.0
63136,CABEACH_WQX-2850094,10.0,,
63137,CABEACH_WQX-2850095,,,2723.0
63138,CABEACH_WQX-2850097,,,10.0
63139,CABEACH_WQX-2850099,10.0,,
63140,CABEACH_WQX-2850100,,,3255.0
63141,CABEACH_WQX-2850102,,,24196.0
63142,CABEACH_WQX-2850104,30.0,,
63143,CABEACH_WQX-2850105,,,2098.0
63144,CABEACH_WQX-2850107,305.0,,
63145,CABEACH_WQX-2850108,,,10.0
63146,CABEACH_WQX-2850110,10.0,,
63147,CABEACH_WQX-2850111,,,24196.0
63148,CABEACH_WQX-2850113,31.0,,
63149,CABEACH_WQX-2850114,,,20.0
63150,CABEACH_WQX-2850116,10.0,,
63151,CABEACH_WQX-2850117,,,3654.0
63152,CABEACH_WQX-2850119,,,1989.0
63153,CABEACH_WQX-2850121,,,63.0
63154,CABEACH_WQX-2850123,20.0,,
63155,CABEACH_WQX-2850124,,,10.0
63156,CABEACH_WQX-2850126,10.0,,
63157,CABEACH_WQX-2850127,,,31.0
63158,CABEACH_WQX-2850129,10.0,,
63159,CABEACH_WQX-2850130,,,84.0
63160,CABEACH_WQX-2850132,20.0,,
63161,CABEACH_WQX-2850133,,,10.0
63162,CABEACH_WQX-2850135,10.0,,
63163,CABEACH_WQX-2850136,,,4106.0
63164,CABEACH_WQX-2850138,,,10.0
63165,CABEACH_WQX-2850140,10.0,,
63166,CABEACH_WQX-2850141,,,10.0
63167,CABEACH_WQX-2850143,10.0,,
63168,CABEACH_WQX-2850144,,,10.0
63169,CABEACH_WQX-2850146,20.0,,
63170,CABEACH_WQX-2850147,,,2489.0
63171,CABEACH_WQX-2850149,,,2755.0
63172,CABEACH_WQX-2850151,,,4611.0
63173,CABEACH_WQX-2850153,,,20.0
63174,CABEACH_WQX-2850155,10.0,,
63175,CABEACH_WQX-2850156,,,10.0
63176,CABEACH_WQX-2850158,10.0,,
63177,CABEACH_WQX-2850160,,,14136.0
63178,CABEACH_WQX-2850161,20.0,,
63179,CABEACH_WQX-2850163,,,15531.0
63180,CABEACH_WQX-2850164,309.0,,
63181,CABEACH_WQX-2851955,,,10.0
63182,CABEACH_WQX-2851956,10.0,,
63183,CABEACH_WQX-2853146,,,10.0
63184,CABEACH_WQX-2853147,10.0,,
63185,CABEACH_WQX-2853246,,,10.0
63186,CABEACH_WQX-2853248,10.0,,
63187,CABEACH_WQX-2853249,,,7701.0
63188,CABEACH_WQX-2853251,,,6488.0
63189,CABEACH_WQX-2853253,,,245.0
63190,CABEACH_WQX-2853255,20.0,,
63191,CABEACH_WQX-2853256,,,10.0
63192,CABEACH_WQX-2853258,10.0,,
63193,CABEACH_WQX-2853259,,,9208.0
63194,CABEACH_WQX-2853261,10.0,,
63195,CABEACH_WQX-2853262,,,231.0
63196,CABEACH_WQX-2853264,10.0,,
63197,CABEACH_WQX-2853265,,,10.0
63198,CABEACH_WQX-2853267,10.0,,
63199,CABEACH_WQX-2853268,,,5172.0
63200,CABEACH_WQX-2853270,,,20.0
63201,CABEACH_WQX-2853272,24196.0,,
63202,CABEACH_WQX-2853273,,,10.0
63203,CABEACH_WQX-2853275,,,5475.0
63204,CABEACH_WQX-2853277,,,11199.0
63205,CABEACH_WQX-2853279,31.0,,
63206,CABEACH_WQX-2853280,,,1291.0
63207,CABEACH_WQX-2853282,85.0,,
63208,CABEACH_WQX-2853283,,,121.0
63209,CABEACH_WQX-2853285,10.0,,
63210,CABEACH_WQX-2853286,,,24196.0
63211,CABEACH_WQX-2853288,10.0,,
63212,CABEACH_WQX-2853289,,,63.0
63213,CABEACH_WQX-2853291,10.0,,
63214,CABEACH_WQX-2853292,,,10.0
63215,CABEACH_WQX-2853294,10.0,,
63216,CABEACH_WQX-2853295,,,9804.0
63217,CABEACH_WQX-2853297,,,9804.0
63218,CABEACH_WQX-2853299,,,228.0
63219,CABEACH_WQX-2853301,30.0,,
63220,CABEACH_WQX-2853302,,,41.0
63221,CABEACH_WQX-2853304,10.0,,
63222,CABEACH_WQX-2853305,,,10.0
63223,CABEACH_WQX-2853307,10.0,,
63224,CABEACH_WQX-2853308,,,31.0
63225,CABEACH_WQX-2853310,20.0,,
63226,CABEACH_WQX-2853311,,,10.0
63227,CABEACH_WQX-2853313,10.0,,
63228,CABEACH_WQX-2853314,,,24196.0
63229,CABEACH_WQX-2853316,,,84.0
63230,CABEACH_WQX-2853318,10.0,,
63231,CABEACH_WQX-2853319,,,10.0
63232,CABEACH_WQX-2853321,10.0,,
63233,CABEACH_WQX-2853322,,,8664.0
63234,CABEACH_WQX-2853324,,,2254.0
63235,CABEACH_WQX-2853326,,,6131.0
63236,CABEACH_WQX-2853328,,,10.0
63237,CABEACH_WQX-2853330,10.0,,
63238,CABEACH_WQX-2853331,,,10.0
63239,CABEACH_WQX-2853333,10.0,,
63240,CABEACH_WQX-2853335,,,5717.0
63241,CABEACH_WQX-2853336,10.0,,
63242,CABEACH_WQX-2853338,,,10462.0
63243,CABEACH_WQX-2853339,173.0,,
63244,CABEACH_WQX-2853343,10.0,,
63245,CABEACH_WQX-2853375,,16.0,
63246,CABEACH_WQX-2853376,,,41.0
63247,CABEACH_WQX-2853377,11.0,,
63248,CABEACH_WQX-2853378,,4.0,
63249,CABEACH_WQX-2853379,,,63.0
63250,CABEACH_WQX-2853380,1.0,,
63251,CABEACH_WQX-2853381,,4.0,
63252,CABEACH_WQX-2853382,,,97.0
63253,CABEACH_WQX-2853383,3.0,,
63254,CABEACH_WQX-2853384,,2.0,
63255,CABEACH_WQX-2853385,,,110.0
63256,CABEACH_WQX-2853386,1.0,,
63257,CABEACH_WQX-2853387,,1.0,
63258,CABEACH_WQX-2853388,,,130.0
63259,CABEACH_WQX-2853389,1.0,,
63260,CABEACH_WQX-2853390,,33.0,
63261,CABEACH_WQX-2853391,,,170.0
63262,CABEACH_WQX-2853392,53.0,,
63263,CABEACH_WQX-2853393,,,20000.0
63264,CABEACH_WQX-2853394,,45.0,
63265,CABEACH_WQX-2853395,36.0,,
63266,CABEACH_WQX-2853396,,,16000.0
63267,CABEACH_WQX-2853397,,20.0,
63268,CABEACH_WQX-2853398,27.0,,
63269,CABEACH_WQX-2853399,,,4900.0
63270,CABEACH_WQX-2853400,,1.0,
63271,CABEACH_WQX-2853401,38.0,,
63272,CABEACH_WQX-2853402,,,24000.0
63273,CABEACH_WQX-2853403,,1.0,
63274,CABEACH_WQX-2853404,1.0,,
63275,CABEACH_WQX-2853405,,14.0,
63276,CABEACH_WQX-2853406,,,230.0
63277,CABEACH_WQX-2853407,3.0,,
63278,CABEACH_WQX-2853408,,18.0,
63279,CABEACH_WQX-2853409,,,52.0
63280,CABEACH_WQX-2853410,3.0,,
63281,CABEACH_WQX-2853411,,5.0,
63282,CABEACH_WQX-2853412,,,10.0
63283,CABEACH_WQX-2853413,1.0,,
63284,CABEACH_WQX-2853414,,1.0,
63285,CABEACH_WQX-2853415,,,20.0
63286,CABEACH_WQX-2853416,1.0,,
63287,CABEACH_WQX-2853417,,4.0,
63288,CABEACH_WQX-2853418,,,86.0
63289,CABEACH_WQX-2853419,3.0,,
63290,CABEACH_WQX-2853420,,6.0,
63291,CABEACH_WQX-2853421,,,20.0
63292,CABEACH_WQX-2853422,2.0,,
63293,CABEACH_WQX-2853423,,6.0,
63294,CABEACH_WQX-2853424,,,51.0
63295,CABEACH_WQX-2853425,1.0,,
63296,CABEACH_WQX-2853426,,12.0,
63297,CABEACH_WQX-2853427,,,110.0
63298,CABEACH_WQX-2853428,7.0,,
63299,CABEACH_WQX-2853429,,3.0,
63300,CABEACH_WQX-2853430,,,31.0
63301,CABEACH_WQX-2853431,1.0,,
63302,CABEACH_WQX-2853432,,26.0,
63303,CABEACH_WQX-2853433,,,63.0
63304,CABEACH_WQX-2853434,2.0,,
63305,CABEACH_WQX-2853435,,9.0,
63306,CABEACH_WQX-2853436,,,20.0
63307,CABEACH_WQX-2853437,3.0,,
63308,CABEACH_WQX-2853438,,18.0,
63309,CABEACH_WQX-2853439,,,10.0
63310,CABEACH_WQX-2853440,2.0,,
63311,CABEACH_WQX-2853441,,,8700.0
63312,CABEACH_WQX-2853442,,12.0,
63313,CABEACH_WQX-2853443,8.0,,
63314,CABEACH_WQX-2853444,,,8300.0
63315,CABEACH_WQX-2853445,,2.0,
63316,CABEACH_WQX-2853446,8.0,,
63317,CABEACH_WQX-2853477,,,96.0
63318,CABEACH_WQX-2853479,10.0,,
63319,CABEACH_WQX-2853480,,,11199.0
63320,CABEACH_WQX-2853482,,,10462.0
63321,CABEACH_WQX-2853484,,,384.0
63322,CABEACH_WQX-2853486,10.0,,
63323,CABEACH_WQX-2853487,,,20.0
63324,CABEACH_WQX-2853489,20.0,,
63325,CABEACH_WQX-2853490,,,15531.0
63326,CABEACH_WQX-2853492,20.0,,
63327,CABEACH_WQX-2853493,,,10462.0
63328,CABEACH_WQX-2853495,1076.0,,
63329,CABEACH_WQX-2853496,,,10.0
63330,CABEACH_WQX-2853498,10.0,,
63331,CABEACH_WQX-2853499,,,109.0
63332,CABEACH_WQX-2853501,10.0,,
63333,CABEACH_WQX-2853502,,,11199.0
63334,CABEACH_WQX-2853504,,,10462.0
63335,CABEACH_WQX-2853506,20.0,,
63336,CABEACH_WQX-2853507,,,257.0
63337,CABEACH_WQX-2853509,20.0,,
63338,CABEACH_WQX-2853510,,,5475.0
63339,CABEACH_WQX-2853512,63.0,,
63340,CABEACH_WQX-2853513,,,10.0
63341,CABEACH_WQX-2853515,10.0,,
63342,CABEACH_WQX-2853516,,,24196.0
63343,CABEACH_WQX-2853518,92.0,,
63344,CABEACH_WQX-2853519,,,160.0
63345,CABEACH_WQX-2853521,10.0,,
63346,CABEACH_WQX-2853522,,,8164.0
63347,CABEACH_WQX-2853524,,,24196.0
63348,CABEACH_WQX-2853526,,,598.0
63349,CABEACH_WQX-2853528,146.0,,
63350,CABEACH_WQX-2853529,,,134.0
63351,CABEACH_WQX-2853531,173.0,,
63352,CABEACH_WQX-2853532,,,185.0
63353,CABEACH_WQX-2853534,2282.0,,
63354,CABEACH_WQX-2853535,,,889.0
63355,CABEACH_WQX-2853537,565.0,,
63356,CABEACH_WQX-2853538,,,52.0
63357,CABEACH_WQX-2853540,10.0,,
63358,CABEACH_WQX-2853541,,,9208.0
63359,CABEACH_WQX-2853543,,,31.0
63360,CABEACH_WQX-2853545,10.0,,
63361,CABEACH_WQX-2853546,,,24196.0
63362,CABEACH_WQX-2853548,,,31.0
63363,CABEACH_WQX-2853550,10.0,,
63364,CABEACH_WQX-2853551,,,63.0
63365,CABEACH_WQX-2853553,10.0,,
63366,CABEACH_WQX-2853554,,,12033.0
63367,CABEACH_WQX-2853556,,,6488.0
63368,CABEACH_WQX-2853558,,,11199.0
63369,CABEACH_WQX-2853560,,,10.0
63370,CABEACH_WQX-2853562,10.0,,
63371,CABEACH_WQX-2853563,,,10.0
63372,CABEACH_WQX-2853565,10.0,,
63373,CABEACH_WQX-2853567,,,2987.0
63374,CABEACH_WQX-2853568,63.0,,
63375,CABEACH_WQX-2853570,,,4611.0
63376,CABEACH_WQX-2853571,573.0,,
63377,CABEACH_WQX-2853988,,,20.0
63378,CABEACH_WQX-2853989,10.0,,
63379,CABEACH_WQX-2854998,,,959.0
63380,CABEACH_WQX-2855000,98.0,,
63381,CABEACH_WQX-2855001,,,958.0
63382,CABEACH_WQX-2855003,,,11199.0
63383,CABEACH_WQX-2855005,,,63.0
63384,CABEACH_WQX-2855007,10.0,,
63385,CABEACH_WQX-2855008,,,10.0
63386,CABEACH_WQX-2855010,10.0,,
63387,CABEACH_WQX-2855011,,,7701.0
63388,CABEACH_WQX-2855013,20.0,,
63389,CABEACH_WQX-2855014,,,131.0
63390,CABEACH_WQX-2855016,10.0,,
63391,CABEACH_WQX-2855017,,,10.0
63392,CABEACH_WQX-2855019,10.0,,
63393,CABEACH_WQX-2855020,,,7270.0
63394,CABEACH_WQX-2855022,,,3448.0
63395,CABEACH_WQX-2855024,292.0,,
63396,CABEACH_WQX-2855025,,,1130.0
63397,CABEACH_WQX-2855027,,,6488.0
63398,CABEACH_WQX-2855029,10.0,,
63399,CABEACH_WQX-2855030,,,959.0
63400,CABEACH_WQX-2855032,20.0,,
63401,CABEACH_WQX-2855033,,,75.0
63402,CABEACH_WQX-2855035,10.0,,
63403,CABEACH_WQX-2855036,,,24196.0
63404,CABEACH_WQX-2855038,120.0,,
63405,CABEACH_WQX-2855039,,,609.0
63406,CABEACH_WQX-2855041,20.0,,
63407,CABEACH_WQX-2855042,,,2310.0
63408,CABEACH_WQX-2855044,221.0,,
63409,CABEACH_WQX-2855045,,,860.0
63410,CABEACH_WQX-2855047,,,3255.0
63411,CABEACH_WQX-2855049,,,839.0
63412,CABEACH_WQX-2855051,20.0,,
